5.42101e-18 	-2.33183e-18 	1.66267e-17 	0
0.05 	-0.0105016 	0.0748798 	0
0.1 	-0.0305335 	0.12814 	0
0.15 	-0.0582826 	0.159916 	0
0.2 	-0.0880001 	0.172604 	0
0.25 	-0.11642 	0.169449 	0
0.3 	-0.141813 	0.153652 	0
0.35 	-0.163216 	0.12801 	0
0.4 	-0.180138 	0.0948444 	0
0.45 	-0.192306 	0.0560858 	0
0.5 	-0.199457 	0.0134657 	0
0.55 	-0.201216 	-0.0312429 	0
0.6 	-0.197041 	-0.0759557 	0
0.65 	-0.186273 	-0.118004 	0
0.7 	-0.168322 	-0.153905 	0
0.75 	-0.143023 	-0.179281 	0
0.8 	-0.111147 	-0.189055 	0
0.85 	-0.0750203 	-0.178128 	0
0.9 	-0.0396306 	-0.142624 	0
0.95 	-0.0135872 	-0.0818286 	0
1 	0 	0 	0
