0.500000000	0.000000000	0.018118106	0.000000000	0.000000000
0.500000000	0.050000000	0.018048474	-0.036789122	0.000093477
0.500000000	0.100000000	0.017793026	-0.062600618	0.000219767
0.500000000	0.150000000	0.017236783	-0.085460510	0.000408815
0.500000000	0.200000000	0.016221718	-0.106543825	0.000740708
0.500000000	0.250000000	0.014548922	-0.126497083	0.001338226
0.500000000	0.300000000	0.011983944	-0.145483512	0.002356703
0.500000000	0.350000000	0.008270735	-0.163174103	0.003966289
0.500000000	0.400000000	0.003161758	-0.178701572	0.006321778
0.500000000	0.450000000	-0.003528884	-0.190592988	0.009516257
0.500000000	0.500000000	-0.011846160	-0.196696718	0.013517888
0.500000000	0.550000000	-0.021593991	-0.194119484	0.018095327
0.500000000	0.600000000	-0.032234217	-0.179188344	0.022748034
0.500000000	0.650000000	-0.042824486	-0.147449922	0.026673345
0.500000000	0.700000000	-0.052054065	-0.093719516	0.028820659
0.500000000	0.750000000	-0.058442142	-0.012209415	0.028096700
0.500000000	0.800000000	-0.060736319	0.103175157	0.023776856
0.500000000	0.850000000	-0.058474877	0.258157592	0.016114282
0.500000000	0.900000000	-0.052567637	0.456647433	0.006979864
0.500000000	0.950000000	-0.045688195	0.698135036	0.000086610
0.500000000	1.000000000	-0.042457523	1.000000000	0.000000000
