1.40214e-18 	-2.47716e-18 	5.39483e-22 	0
0.01 	-0.00743742 	1.61974e-06 	0
0.02 	-0.0145526 	2.55087e-06 	0
0.03 	-0.0213817 	1.0236e-06 	0
0.04 	-0.0279563 	-4.75485e-06 	0
0.05 	-0.0343048 	-1.57876e-05 	0
0.06 	-0.0404539 	-3.2396e-05 	0
0.07 	-0.0464279 	-5.43015e-05 	0
0.08 	-0.0522494 	-8.06435e-05 	0
0.09 	-0.0579389 	-0.000109996 	0
0.1 	-0.0635154 	-0.000140387 	0
0.11 	-0.0689964 	-0.000169318 	0
0.12 	-0.0743973 	-0.000193777 	0
0.13 	-0.0797325 	-0.000210256 	0
0.14 	-0.0850145 	-0.000214765 	0
0.15 	-0.0902545 	-0.000202846 	0
0.16 	-0.0954619 	-0.000169593 	0
0.17 	-0.100645 	-0.000109666 	0
0.18 	-0.10581 	-1.73172e-05 	0
0.19 	-0.110961 	0.000113597 	0
0.2 	-0.116103 	0.000289582 	0
0.21 	-0.121236 	0.000517465 	0
0.22 	-0.12636 	0.00080438 	0
0.23 	-0.131472 	0.00115771 	0
0.24 	-0.13657 	0.00158506 	0
0.25 	-0.141647 	0.00209417 	0
0.26 	-0.146694 	0.0026929 	0
0.27 	-0.151704 	0.00338913 	0
0.28 	-0.156663 	0.0041907 	0
0.29 	-0.161558 	0.00510533 	0
0.3 	-0.166372 	0.00614052 	0
0.31 	-0.171089 	0.00730349 	0
0.32 	-0.175689 	0.00860105 	0
0.33 	-0.180149 	0.0100395 	0
0.34 	-0.184447 	0.0116246 	0
0.35 	-0.188559 	0.0133612 	0
0.36 	-0.192457 	0.0152534 	0
0.37 	-0.196114 	0.0173045 	0
0.38 	-0.1995 	0.0195166 	0
0.39 	-0.202588 	0.0218906 	0
0.4 	-0.205347 	0.0244261 	0
0.41 	-0.207747 	0.0271215 	0
0.42 	-0.209757 	0.0299736 	0
0.43 	-0.211347 	0.0329777 	0
0.44 	-0.212489 	0.0361277 	0
0.45 	-0.213155 	0.0394155 	0
0.46 	-0.213319 	0.0428318 	0
0.47 	-0.212955 	0.0463654 	0
0.48 	-0.212041 	0.0500036 	0
0.49 	-0.210557 	0.053732 	0
0.5 	-0.208486 	0.0575349 	0
0.51 	-0.205813 	0.0613951 	0
0.52 	-0.202528 	0.0652939 	0
0.53 	-0.198622 	0.0692117 	0
0.54 	-0.194091 	0.0731277 	0
0.55 	-0.188934 	0.0770202 	0
0.56 	-0.183154 	0.080867 	0
0.57 	-0.176756 	0.0846451 	0
0.58 	-0.16975 	0.0883312 	0
0.59 	-0.162147 	0.0919017 	0
0.6 	-0.153962 	0.0953333 	0
0.61 	-0.145211 	0.0986021 	0
0.62 	-0.135914 	0.101685 	0
0.63 	-0.12609 	0.10456 	0
0.64 	-0.115758 	0.107204 	0
0.65 	-0.10494 	0.109596 	0
0.66 	-0.0936541 	0.111714 	0
0.67 	-0.0819177 	0.113538 	0
0.68 	-0.0697456 	0.115049 	0
0.69 	-0.0571485 	0.116228 	0
0.7 	-0.0441322 	0.117056 	0
0.71 	-0.0306961 	0.117516 	0
0.72 	-0.0168318 	0.117593 	0
0.73 	-0.00252146 	0.117269 	0
0.74 	0.0122638 	0.11653 	0
0.75 	0.0275658 	0.115362 	0
0.76 	0.0434417 	0.113753 	0
0.77 	0.0599656 	0.111691 	0
0.78 	0.0772311 	0.109166 	0
0.79 	0.0953531 	0.106171 	0
0.8 	0.11447 	0.102702 	0
0.81 	0.134746 	0.0987568 	0
0.82 	0.156369 	0.0943404 	0
0.83 	0.179556 	0.0894626 	0
0.84 	0.204548 	0.0841409 	0
0.85 	0.231607 	0.0784018 	0
0.86 	0.261014 	0.0722826 	0
0.87 	0.293059 	0.065833 	0
0.88 	0.328035 	0.0591172 	0
0.89 	0.366217 	0.0522148 	0
0.9 	0.407852 	0.0452222 	0
0.91 	0.453136 	0.038253 	0
0.92 	0.502187 	0.0314366 	0
0.93 	0.555023 	0.0249171 	0
0.94 	0.611535 	0.0188491 	0
0.95 	0.671455 	0.0133926 	0
0.96 	0.734342 	0.00870336 	0
0.97 	0.79956 	0.00491946 	0
0.98 	0.86628 	0.00216868 	0
0.99 	0.933485 	0.000599054 	0
1 	1 	0 	0
